archivo,tipo,glosa,inicio,fin,duracion,frames
CIUDAD_ORACION_1.eaf,transicion,TRANSICION,2.01,2.015,0.0050000000000003375,0
CIUDAD_ORACION_1.eaf,glosa,VIAJAR_2,2.015,3.363,1.3479999999999999,40
CIUDAD_ORACION_1.eaf,transicion,TRANSICION,3.363,3.368,0.004999999999999893,0
CIUDAD_ORACION_1.eaf,glosa,IX_1,3.368,3.914,0.5460000000000003,16
CIUDAD_ORACION_1.eaf,transicion,TRANSICION,3.914,3.924,0.009999999999999787,0
CIUDAD_ORACION_1.eaf,glosa,CIUDAD_1,3.924,4.863,0.9390000000000005,28
CIUDAD_ORACION_1.eaf,glosa,HERMOSA_1,4.863,5.522,0.6589999999999998,20
COMBI_ORACION_1.eaf,glosa,COMBI_1,0.945,2.497,1.552,47
COMBI_ORACION_1.eaf,glosa,VIA-DOBLE-SENTIDO_1,2.497,3.671,1.174,35
COMPRAR_ORACION_1.eaf,glosa,YO_1,1.253,1.866,0.6130000000000002,18
COMPRAR_ORACION_1.eaf,transicion,TRANSICION,1.866,1.873,0.006999999999999895,0
COMPRAR_ORACION_1.eaf,glosa,COMPRAR_1,1.873,3.22,1.3470000000000002,40
COMPRAR_ORACION_1.eaf,glosa,PAN_1,3.22,4.473,1.2529999999999997,38
COMPRAR_ORACION_1.eaf,transicion,TRANSICION,4.473,5.333,0.8600000000000003,26
COMPRAR_ORACION_1.eaf,glosa,HUEVO_1,5.333,6.293,0.96,29
COMPRAR_ORACION_1.eaf,transicion,TRANSICION,6.293,6.3,0.006999999999999673,0
COMPRAR_ORACION_1.eaf,glosa,YA_1,6.3,6.586,0.2860000000000005,9
COMPRAR_ORACION_1.eaf,glosa,LLEVAR_1,6.586,7.78,1.194,36
COMPRAR_ORACION_2.eaf,glosa,YO_1,1.011,1.405,0.39400000000000013,12
COMPRAR_ORACION_2.eaf,glosa,COMPRAR_2,1.405,2.424,1.019,31
COMPRAR_ORACION_2.eaf,transicion,TRANSICION,2.424,2.426,0.002000000000000224,0
COMPRAR_ORACION_2.eaf,glosa,PAN_1,2.426,2.809,0.383,11
COMPRAR_ORACION_2.eaf,glosa,PAN_1,2.809,3.078,0.2689999999999997,8
COMPRAR_ORACION_2.eaf,glosa,HUEVO_1,3.078,3.506,0.42799999999999994,13
COMPRAR_ORACION_2.eaf,transicion,TRANSICION,3.506,3.516,0.010000000000000231,0
COMPRAR_ORACION_2.eaf,glosa,GUARDAR_1 ,3.516,3.944,0.42799999999999994,13
COMPRAR_ORACION_2.eaf,glosa,LLEVAR_1,3.944,4.775,0.8310000000000004,25
CONTAR_ORACION_1.eaf,glosa,UNO_1,1.386,1.93,0.544,16
CONTAR_ORACION_1.eaf,glosa,HISTORIA_1,1.93,2.724,0.7940000000000003,24
CONTAR_ORACION_1.eaf,glosa,DECIR_1,2.724,3.332,0.6079999999999997,18
CONTAR_ORACION_1.eaf,transicion,TRANSICION,3.332,3.338,0.006000000000000227,0
CONTAR_ORACION_1.eaf,glosa,IX_1,3.338,3.642,0.3039999999999998,9
CONTAR_ORACION_1.eaf,glosa,CONTAR_1,3.642,5.067,1.4250000000000003,43
CONTAR_ORACION_1.eaf,transicion,TRANSICION,5.067,5.442,0.375,11
CONTAR_ORACION_1.eaf,glosa,BIEN_1,5.442,6.328,0.8860000000000001,27
CONTAR_ORACION_2.eaf,glosa,PAPA_1,1.035,1.458,0.42300000000000004,13
CONTAR_ORACION_2.eaf,transicion,TRANSICION,1.458,1.463,0.0050000000000001155,0
CONTAR_ORACION_2.eaf,glosa,DECIR_1,1.463,2.061,0.5979999999999999,18
CONTAR_ORACION_2.eaf,transicion,TRANSICION,2.061,2.066,0.004999999999999893,0
CONTAR_ORACION_2.eaf,glosa,IX_1,2.066,2.368,0.30200000000000005,9
CONTAR_ORACION_2.eaf,glosa,CONTAR_1,2.368,3.403,1.0350000000000001,31
CONTAR_ORACION_2.eaf,transicion,TRANSICION,3.403,3.408,0.004999999999999893,0
CONTAR_ORACION_2.eaf,glosa,SU_1,3.408,3.861,0.4530000000000003,14
CONTAR_ORACION_2.eaf,transicion,TRANSICION,3.861,3.866,0.004999999999999893,0
CONTAR_ORACION_2.eaf,glosa,VIDA_1,3.866,5.123,1.2570000000000001,38
CONTAR-DINERO_ORACION_1.eaf,glosa,OYE_1,1.174,1.579,0.405,12
CONTAR-DINERO_ORACION_1.eaf,glosa,IX_1,1.579,1.793,0.21399999999999997,6
CONTAR-DINERO_ORACION_1.eaf,glosa,YO_1,1.793,2.031,0.2380000000000002,7
CONTAR-DINERO_ORACION_1.eaf,glosa,DINERO_1,2.031,2.447,0.4159999999999999,12
CONTAR-DINERO_ORACION_1.eaf,glosa,CUANTO_1,2.447,2.737,0.29000000000000004,9
CONTAR-DINERO_ORACION_1.eaf,transicion,TRANSICION,2.737,2.742,0.004999999999999893,0
CONTAR-DINERO_ORACION_1.eaf,glosa,DINERO_1,2.742,3.124,0.3820000000000001,11
CONTAR-DINERO_ORACION_1.eaf,glosa,PAGAR_1,3.124,3.662,0.5379999999999998,16
CONTAR-DINERO_ORACION_1.eaf,transicion,TRANSICION,3.662,3.674,0.01200000000000001,0
CONTAR-DINERO_ORACION_1.eaf,glosa,YO_1,3.674,3.83,0.15600000000000014,5
CONTAR-DINERO_ORACION_1.eaf,transicion,TRANSICION,3.83,3.836,0.005999999999999783,0
CONTAR-DINERO_ORACION_1.eaf,glosa,DINERO_1,3.836,4.033,0.1970000000000005,6
CONTAR-DINERO_ORACION_1.eaf,glosa,IX_1,4.033,4.224,0.19099999999999984,6
CONTAR-DINERO_ORACION_1.eaf,glosa,CONTAR-BILLETES_1,4.224,5.231,1.0069999999999997,30
CONTAR-DINERO_ORACION_1.eaf,transicion,TRANSICION,5.231,5.236,0.004999999999999893,0
CONTAR-DINERO_ORACION_1.eaf,glosa,IX_1,5.236,5.445,0.20900000000000052,6
CONTAR-DINERO_ORACION_1.eaf,transicion,TRANSICION,5.445,5.451,0.005999999999999339,0
CONTAR-DINERO_ORACION_1.eaf,glosa,CONTAR-BILLETES_1,5.451,6.307,0.8560000000000008,26
CONTAR-DINERO_ORACION_1.eaf,transicion,TRANSICION,6.307,6.313,0.005999999999999339,0
CONTAR-DINERO_ORACION_1.eaf,glosa,DAME_1,6.313,7.528,1.2149999999999999,36
CONTAR-DINERO_ORACION_2.eaf,glosa,DINERO_1,1.43,1.867,0.43700000000000006,13
CONTAR-DINERO_ORACION_2.eaf,glosa,DAR_1,1.867,2.349,0.4820000000000002,14
CONTAR-DINERO_ORACION_2.eaf,glosa,VER_1,2.349,2.741,0.3919999999999999,12
CONTAR-DINERO_ORACION_2.eaf,glosa,ROLLO-DE-MONEDAS_1,2.741,3.529,0.7879999999999998,24
CONTAR-DINERO_ORACION_2.eaf,glosa,CUANTO_2,3.529,3.951,0.42200000000000015,13
CONTAR-DINERO_ORACION_2.eaf,glosa,ROLLO-DE-MONEDAS_1,3.951,5.045,1.0939999999999999,33
CONTAR-NUMEROS_ORACION_1.eaf,glosa,IX_1,2.169,3.02,0.851,26
CONTAR-NUMEROS_ORACION_1.eaf,transicion,TRANSICION,3.02,3.025,0.004999999999999893,0
CONTAR-NUMEROS_ORACION_1.eaf,glosa,CAJA_1,3.025,3.565,0.54,16
CONTAR-NUMEROS_ORACION_1.eaf,glosa,IX_1,3.565,4.172,0.6069999999999998,18
CONTAR-NUMEROS_ORACION_1.eaf,transicion,TRANSICION,4.172,4.177,0.004999999999999893,0
CONTAR-NUMEROS_ORACION_1.eaf,glosa,CUANTO_2,4.177,5.5,1.3230000000000004,40
CONTAR-NUMEROS_ORACION_2.eaf,glosa,IX_1,1.23,1.79,0.56,17
CONTAR-NUMEROS_ORACION_2.eaf,transicion,TRANSICION,1.79,1.805,0.014999999999999902,0
CONTAR-NUMEROS_ORACION_2.eaf,glosa,CAJA_2,1.805,2.3,0.4949999999999999,15
CONTAR-NUMEROS_ORACION_2.eaf,glosa,IX_1,2.3,2.46,0.16000000000000014,5
CONTAR-NUMEROS_ORACION_2.eaf,glosa,CAJA_2,2.46,2.62,0.16000000000000014,5
CONTAR-NUMEROS_ORACION_2.eaf,glosa,IX_1,2.62,2.796,0.1759999999999997,5
CONTAR-NUMEROS_ORACION_2.eaf,transicion,TRANSICION,2.796,2.801,0.0050000000000003375,0
CONTAR-NUMEROS_ORACION_2.eaf,glosa,ESOS_1,2.801,3.656,0.855,26
CONTAR-NUMEROS_ORACION_2.eaf,transicion,TRANSICION,3.656,3.876,0.21999999999999975,7
CONTAR-NUMEROS_ORACION_2.eaf,glosa,CONTAR-MANUAL_1,3.876,5.352,1.4760000000000004,44
CONTAR-NUMEROS_ORACION_3.eaf,glosa,IX_1,1.25,1.628,0.3779999999999999,11
CONTAR-NUMEROS_ORACION_3.eaf,glosa,IX_1,1.628,1.924,0.29600000000000004,9
CONTAR-NUMEROS_ORACION_3.eaf,glosa,CONTRICANTES_1,1.924,2.653,0.7290000000000001,22
CONTAR-NUMEROS_ORACION_3.eaf,glosa,CONTAR-MANUAL_2,2.653,3.73,1.077,32
CONTAR-NUMEROS_ORACION_3.eaf,transicion,TRANSICION,3.73,3.965,0.23499999999999988,7
CONTAR-NUMEROS_ORACION_3.eaf,glosa,BIEN_1,3.965,5.139,1.1740000000000004,35
CONTAR-NUMEROS_ORACION_4.eaf,glosa,IX_1,0.606,1.086,0.4800000000000001,14
CONTAR-NUMEROS_ORACION_4.eaf,glosa,CAJA_2,1.086,1.473,0.387,12
CONTAR-NUMEROS_ORACION_4.eaf,glosa,IX_1,1.473,1.86,0.387,12
CONTAR-NUMEROS_ORACION_4.eaf,glosa,IX_1,1.86,2.306,0.44599999999999995,13
CONTAR-NUMEROS_ORACION_4.eaf,glosa,CONTAR-MANUAL_2,2.306,3.42,1.1139999999999999,33
CONTAR-NUMEROS_ORACION_4.eaf,glosa,TRES_1,3.42,4.193,0.7729999999999997,23
CONTAR-NUMEROS_ORACION_4.eaf,transicion,TRANSICION,4.193,4.693,0.5,15
CONTAR-NUMEROS_ORACION_4.eaf,glosa,ENTREGAR_1,4.693,5.853,1.1600000000000001,35
CONYUGE_ORACION_1.eaf,glosa,YO_1,1.481,1.78,0.29899999999999993,9
CONYUGE_ORACION_1.eaf,glosa,IR_1,1.78,2.678,0.8979999999999999,27
CONYUGE_ORACION_1.eaf,transicion,TRANSICION,2.678,3.075,0.39700000000000024,12
CONYUGE_ORACION_1.eaf,glosa,FIRMAR_1,3.075,3.566,0.49099999999999966,15
CONYUGE_ORACION_1.eaf,transicion,TRANSICION,3.566,3.57,0.0040000000000000036,0
CONYUGE_ORACION_1.eaf,glosa,IGLESIA_1,3.57,4.154,0.5840000000000001,18
CONYUGE_ORACION_1.eaf,glosa,CONYUGE_1,4.154,4.954,0.7999999999999998,24
CORNUDO_ORACION_1.eaf,glosa,OYE_1,1.36,1.693,0.33299999999999996,10
CORNUDO_ORACION_1.eaf,transicion,TRANSICION,1.693,1.7,0.006999999999999895,0
CORNUDO_ORACION_1.eaf,glosa,IX_1,1.7,2.113,0.41300000000000003,12
CORNUDO_ORACION_1.eaf,transicion,TRANSICION,2.113,2.126,0.0129999999999999,0
CORNUDO_ORACION_1.eaf,glosa,IX_1,2.126,2.5,0.3740000000000001,11
CORNUDO_ORACION_1.eaf,glosa,CONYUGE_1,2.5,3.533,1.033,31
CORNUDO_ORACION_1.eaf,transicion,TRANSICION,3.533,4.233,0.6999999999999997,21
CORNUDO_ORACION_1.eaf,glosa,IX_1,4.233,4.74,0.5070000000000006,15
CORNUDO_ORACION_1.eaf,glosa,CORNUDO_1,4.74,5.913,1.173,35
CORNUDO_ORACION_2.eaf,glosa,IX_1,1.363,1.663,0.30000000000000004,9
CORNUDO_ORACION_2.eaf,glosa,VER_1,1.663,2.2,0.5370000000000001,16
CORNUDO_ORACION_2.eaf,transicion,TRANSICION,2.2,2.205,0.004999999999999893,0
CORNUDO_ORACION_2.eaf,glosa,IX_1,2.205,2.476,0.2709999999999999,8
CORNUDO_ORACION_2.eaf,glosa,UY_1,2.476,3.027,0.5510000000000002,17
CORNUDO_ORACION_2.eaf,glosa,IX_1,3.027,3.361,0.3340000000000001,10
CORNUDO_ORACION_2.eaf,glosa,CORNUDO_2,3.361,4.386,1.025,31
CORNUDO_ORACION_3.eaf,glosa,IX_1,1.287,1.868,0.5810000000000002,17
CORNUDO_ORACION_3.eaf,transicion,TRANSICION,1.868,1.872,0.0040000000000000036,0
CORNUDO_ORACION_3.eaf,glosa,CORNUDO_2,1.872,2.67,0.7979999999999998,24
CORRER_ORACION_1.eaf,glosa,MAÑANA_1,1.421,1.831,0.4099999999999999,12
CORRER_ORACION_1.eaf,glosa,MAÑANA-DEL-DIA_1,1.831,2.436,0.605,18
CORRER_ORACION_1.eaf,glosa,TEMPRANO_1,2.436,2.996,0.56,17
CORRER_ORACION_1.eaf,glosa,VAMOS_1,2.996,3.642,0.6459999999999999,19
CORRER_ORACION_1.eaf,glosa,CORRER_1,3.642,5.72,2.078,62
CORTINA_ORACION_1.eaf,glosa,IX_1,1.144,1.337,0.19300000000000006,6
CORTINA_ORACION_1.eaf,glosa,COMPRAR_1,1.337,2.109,0.772,23
CORTINA_ORACION_1.eaf,transicion,TRANSICION,2.109,2.113,0.0040000000000000036,0
CORTINA_ORACION_1.eaf,glosa,CORTINA_1,2.113,3.585,1.472,44
CORTINA_ORACION_2.eaf,glosa,VER_1,1.94,2.256,0.31599999999999984,9
CORTINA_ORACION_2.eaf,transicion,TRANSICION,2.256,2.266,0.010000000000000231,0
CORTINA_ORACION_2.eaf,glosa,PERSIANA_1,2.266,3.491,1.225,37
CORTINA_ORACION_2.eaf,glosa,VER_1,3.491,4.236,0.7449999999999997,22
CORTINA_ORACION_2.eaf,glosa,PERSIANA_1,4.236,5.622,1.3860000000000001,42
CORTINA_ORACION_3.eaf,glosa,IX_1,1.3,1.906,0.6059999999999999,18
CORTINA_ORACION_3.eaf,transicion,TRANSICION,1.906,2.164,0.25800000000000023,8
CORTINA_ORACION_3.eaf,glosa,SOL_1,2.164,2.896,0.7319999999999998,22
CORTINA_ORACION_3.eaf,transicion,TRANSICION,2.896,2.901,0.004999999999999893,0
CORTINA_ORACION_3.eaf,glosa,CORTINA-ROLLER_1,2.901,4.417,1.516,45
CUAL_ORACION_1.eaf,glosa,IX_1,0.986,1.188,0.20199999999999996,6
CUAL_ORACION_1.eaf,transicion,TRANSICION,1.188,1.193,0.0050000000000001155,0
CUAL_ORACION_1.eaf,glosa,QUERER_1,1.193,1.441,0.248,7
CUAL_ORACION_1.eaf,glosa,ZAPATO_1,1.441,2.205,0.764,23
CUAL_ORACION_1.eaf,transicion,TRANSICION,2.205,2.21,0.004999999999999893,0
CUAL_ORACION_1.eaf,glosa,GUSTAR_1,2.21,2.649,0.43900000000000006,13
CUAL_ORACION_1.eaf,transicion,TRANSICION,2.649,2.66,0.01100000000000012,0
CUAL_ORACION_1.eaf,glosa,IX_1,2.66,2.897,0.23699999999999966,7
CUAL_ORACION_1.eaf,transicion,TRANSICION,2.897,2.908,0.01100000000000012,0
CUAL_ORACION_1.eaf,glosa,IX_1,2.908,3.192,0.28400000000000025,9
CUAL_ORACION_1.eaf,transicion,TRANSICION,3.192,3.197,0.004999999999999893,0
CUAL_ORACION_1.eaf,glosa,CUAL_1,3.197,4.251,1.0540000000000003,32
CUAL_ORACION_1.eaf,transicion,TRANSICION,4.251,4.261,0.009999999999999787,0
CUAL_ORACION_1.eaf,glosa,IX_1,4.261,4.71,0.44899999999999984,13
CUAL_ORACION_1.eaf,transicion,TRANSICION,4.71,4.726,0.016000000000000014,0
CUAL_ORACION_1.eaf,glosa,CUAL_1,4.726,5.578,0.8520000000000003,26
CUANDO_ORACION_1.eaf,glosa,YO_1,1.603,1.866,0.2630000000000001,8
CUANDO_ORACION_1.eaf,glosa,QUERER_1,1.866,2.109,0.24299999999999988,7
CUANDO_ORACION_1.eaf,glosa,ENTRAR_1,2.109,2.585,0.476,14
CUANDO_ORACION_1.eaf,glosa,IX_1,2.585,3.32,0.7349999999999999,22
CUANDO_ORACION_1.eaf,glosa,CUANDO_1,3.32,4.918,1.5980000000000003,48
CUANDO_ORACION_2.eaf,glosa,IX_1,0.849,1.296,0.44700000000000006,13
CUANDO_ORACION_2.eaf,glosa,FUTBOL_1,1.296,1.939,0.643,19
CUANDO_ORACION_2.eaf,glosa,ENTRAR_1,1.939,2.382,0.44300000000000006,13
CUANDO_ORACION_2.eaf,transicion,TRANSICION,2.382,2.387,0.004999999999999893,0
CUANDO_ORACION_2.eaf,glosa,CUANDO_2,2.387,4.263,1.876,56
CUARENTA_ORACION_1.eaf,glosa,SOSTENER_1,0.503,1.075,0.572,17
CUARENTA_ORACION_1.eaf,glosa,BONITO_1,1.075,1.506,0.43100000000000005,13
CUARENTA_ORACION_1.eaf,glosa,POLO_1,1.506,2.02,0.514,15
CUARENTA_ORACION_1.eaf,transicion,TRANSICION,2.02,2.025,0.004999999999999893,0
CUARENTA_ORACION_1.eaf,glosa,IX_1,2.025,2.219,0.19399999999999995,6
CUARENTA_ORACION_1.eaf,glosa,BIEN_1,2.219,2.456,0.2370000000000001,7
CUARENTA_ORACION_1.eaf,glosa,IX_1,2.456,2.568,0.1120000000000001,3
CUARENTA_ORACION_1.eaf,transicion,TRANSICION,2.568,2.572,0.0040000000000000036,0
CUARENTA_ORACION_1.eaf,glosa,DINERO_1,2.572,2.946,0.3740000000000001,11
CUARENTA_ORACION_1.eaf,glosa,CUARENTA_1,2.946,3.464,0.5179999999999998,16
CUARENTA_ORACION_2.eaf,glosa,AGARRAR-BOTELLA_1,0.926,1.566,0.64,19
CUARENTA_ORACION_2.eaf,transicion,TRANSICION,1.566,1.573,0.006999999999999895,0
CUARENTA_ORACION_2.eaf,glosa,IX_1,1.573,1.886,0.31299999999999994,9
CUARENTA_ORACION_2.eaf,transicion,TRANSICION,1.886,1.9,0.014000000000000012,0
CUARENTA_ORACION_2.eaf,glosa,VINO_1,1.9,2.366,0.4660000000000002,14
CUARENTA_ORACION_2.eaf,transicion,TRANSICION,2.366,2.373,0.007000000000000117,0
CUARENTA_ORACION_2.eaf,glosa,IX_1,2.373,2.646,0.2729999999999997,8
CUARENTA_ORACION_2.eaf,glosa,FINO_1,2.646,3.266,0.6200000000000001,19
CUARENTA_ORACION_2.eaf,transicion,TRANSICION,3.266,3.273,0.007000000000000117,0
CUARENTA_ORACION_2.eaf,glosa,IX_1,3.273,3.54,0.2669999999999999,8
CUARENTA_ORACION_2.eaf,transicion,TRANSICION,3.54,3.546,0.005999999999999783,0
CUARENTA_ORACION_2.eaf,glosa,CUARENTA_2,3.546,4.18,0.6339999999999999,19
CUARENTA_ORACION_2.eaf,transicion,TRANSICION,4.18,4.193,0.0129999999999999,0
CUARENTA_ORACION_2.eaf,glosa,AGARRAR-BOTELLA_1,4.193,4.813,0.6200000000000001,19
CUARENTA_ORACION_2.eaf,glosa,COLOCAR-BOTELLA_1,4.813,5.46,0.6470000000000002,19
CUATRO_ORACION_1.eaf,glosa,IX_1,1.55,2.9,1.3499999999999999,40
CUATRO_ORACION_1.eaf,transicion,TRANSICION,2.9,2.91,0.010000000000000231,0
CUATRO_ORACION_1.eaf,glosa,MAMA_1,2.91,3.59,0.6799999999999997,20
CUATRO_ORACION_1.eaf,glosa,CUATRO_1,3.59,4.1,0.5099999999999998,15
CUATRO_ORACION_1.eaf,transicion,TRANSICION,4.1,4.11,0.010000000000000675,0
CUATRO_ORACION_1.eaf,glosa,LLEGAR_1,4.11,5.29,1.1799999999999997,35
CUATRO_ORACION_1.eaf,transicion,TRANSICION,5.29,5.31,0.019999999999999574,1
CUATRO_ORACION_1.eaf,glosa,AYUDAR_1,5.31,6.02,0.71,21
CUATRO_ORACION_1.eaf,transicion,TRANSICION,6.02,6.03,0.010000000000000675,0
CUATRO_ORACION_1.eaf,glosa,IX_1,6.03,6.55,0.5199999999999996,16
CUATRO_ORACION_1.eaf,transicion,TRANSICION,6.55,6.56,0.009999999999999787,0
CUATRO_ORACION_1.eaf,glosa,ENSEÑAR_1,6.56,7.23,0.6700000000000008,20
CUATRO_ORACION_1.eaf,transicion,TRANSICION,7.23,7.24,0.009999999999999787,0
CUATRO_ORACION_1.eaf,glosa,SEÑAR_1,7.24,7.91,0.6699999999999999,20
CUERPO_ORACION_1.eaf,glosa,MI_1,0.822,1.224,0.402,12
CUERPO_ORACION_1.eaf,transicion,TRANSICION,1.224,1.232,0.008000000000000007,0
CUERPO_ORACION_1.eaf,glosa,CUERPO_1,1.232,1.854,0.6220000000000001,19
CUERPO_ORACION_1.eaf,glosa,SUCIO_1,1.854,3.025,1.1709999999999998,35
CUERPO_ORACION_2.eaf,glosa,BONITO_1,0.735,1.575,0.84,25
CUERPO_ORACION_2.eaf,transicion,TRANSICION,1.575,1.609,0.03400000000000003,1
CUERPO_ORACION_2.eaf,glosa,CUERPO_2,1.609,2.348,0.7389999999999999,22
CUNA_ORACION_1.eaf,glosa,MI_1,2.166,2.493,0.32699999999999996,10
CUNA_ORACION_1.eaf,transicion,TRANSICION,2.493,2.5,0.007000000000000117,0
CUNA_ORACION_1.eaf,glosa,SOBRINA_1,2.5,3.286,0.786,24
CUNA_ORACION_1.eaf,glosa,YO_1,3.286,3.493,0.20699999999999985,6
CUNA_ORACION_1.eaf,glosa,VER_1,3.493,4.126,0.6330000000000005,19
CUNA_ORACION_1.eaf,transicion,TRANSICION,4.126,4.14,0.013999999999999346,0
CUNA_ORACION_1.eaf,glosa,CUNA_1,4.14,5.806,1.6660000000000004,50
CUNA_ORACION_1.eaf,glosa,DORMIR_1,5.806,6.906,1.0999999999999996,33
CUNA_ORACION_2.eaf,glosa,YO_1,1.846,2.293,0.44700000000000006,13
CUNA_ORACION_2.eaf,transicion,TRANSICION,2.293,2.3,0.006999999999999673,0
CUNA_ORACION_2.eaf,glosa,VER_1,2.3,2.893,0.593,18
CUNA_ORACION_2.eaf,glosa,COMO_1,2.893,3.433,0.54,16
CUNA_ORACION_2.eaf,glosa,FANTASMA_1,3.433,4.053,0.6200000000000001,19
CUNA_ORACION_2.eaf,glosa,CUNA_1,4.053,4.41,0.3570000000000002,11
CUNA_ORACION_2.eaf,glosa,UNO_1,4.41,4.74,0.33000000000000007,10
CUNA_ORACION_2.eaf,transicion,TRANSICION,4.74,4.746,0.006000000000000227,0
CUNA_ORACION_2.eaf,glosa,CUNA_1,4.746,7.246,2.5,75
DAR-PASOS_ORACION_1.eaf,glosa,YO_1,1.333,1.813,0.48,14
DAR-PASOS_ORACION_1.eaf,transicion,TRANSICION,1.813,1.84,0.027000000000000135,1
DAR-PASOS_ORACION_1.eaf,glosa,CAMINAR-PERSONA_2,1.84,2.493,0.6529999999999998,20
DAR-PASOS_ORACION_1.eaf,glosa,DAR-PASOS_1,2.493,4.0,1.5070000000000001,45
DAR-PASOS_ORACION_1.eaf,glosa,VER_1,4.0,5.0,1.0,30
DAR-PASOS_ORACION_1.eaf,glosa,IX_1,5.0,5.693,0.6929999999999996,21
DAR-PASOS_ORACION_1.eaf,glosa,PELEA_1,5.693,6.373,0.6800000000000006,20
DAR-PASOS_ORACION_1.eaf,transicion,TRANSICION,6.373,6.386,0.0129999999999999,0
DAR-PASOS_ORACION_1.eaf,glosa,PERRO_2,6.386,7.293,0.907,27
DAR-PASOS_ORACION_1.eaf,glosa,PELEA_1,7.293,7.906,0.6129999999999995,18
DAR-PASOS_ORACION_1.eaf,transicion,TRANSICION,7.906,7.933,0.027000000000000135,1
DAR-PASOS_ORACION_1.eaf,glosa,DAR-PASOS_1,7.933,9.8,1.8670000000000009,56
DAR-PASOS_ORACION_1.eaf,transicion,TRANSICION,9.8,9.826,0.0259999999999998,1
DAR-PASOS_ORACION_1.eaf,glosa,VER_1,9.826,10.386,0.5599999999999987,17
DAR-PASOS_ORACION_1.eaf,transicion,TRANSICION,10.386,10.426,0.040000000000000924,1
DAR-PASOS_ORACION_1.eaf,glosa,DOS-PERSONAS_1,10.426,10.853,0.4269999999999996,13
DAR-PASOS_ORACION_1.eaf,glosa,ENAMORADO_1,10.853,11.64,0.7870000000000008,24
DAR-PASOS_ORACION_1.eaf,glosa,VER_1,11.64,12.173,0.5329999999999995,16
DAR-PASOS_ORACION_1.eaf,glosa,NO-IMPORTAR_1,12.173,12.8,0.6270000000000007,19
DAR-PASOS_ORACION_1.eaf,transicion,TRANSICION,12.8,12.826,0.0259999999999998,1
DAR-PASOS_ORACION_1.eaf,glosa,DAR-PASOS_1,12.826,13.746,0.9199999999999999,28
DEBAJO_ORACION_1.eaf,glosa,YO_1,0.445,0.755,0.31,9
DEBAJO_ORACION_1.eaf,transicion,TRANSICION,0.755,0.76,0.0050000000000000044,0
DEBAJO_ORACION_1.eaf,glosa,VER_1,0.76,1.025,0.2649999999999999,8
DEBAJO_ORACION_1.eaf,transicion,TRANSICION,1.025,1.035,0.010000000000000009,0
DEBAJO_ORACION_1.eaf,glosa,BUSCAR_1,1.035,1.42,0.385,12
DEBAJO_ORACION_1.eaf,transicion,TRANSICION,1.42,1.425,0.0050000000000001155,0
DEBAJO_ORACION_1.eaf,glosa,GATO_1,1.425,2.025,0.5999999999999999,18
DEBAJO_ORACION_1.eaf,transicion,TRANSICION,2.025,2.03,0.004999999999999893,0
DEBAJO_ORACION_1.eaf,glosa,DEBAJO_1,2.03,4.015,1.9849999999999999,60
DEBAJO_ORACION_2.eaf,glosa,YO_2,0.675,0.885,0.20999999999999996,6
DEBAJO_ORACION_2.eaf,transicion,TRANSICION,0.885,0.895,0.010000000000000009,0
DEBAJO_ORACION_2.eaf,glosa,BUSCAR_1,0.895,1.395,0.5,15
DEBAJO_ORACION_2.eaf,transicion,TRANSICION,1.395,1.4,0.004999999999999893,0
DEBAJO_ORACION_2.eaf,glosa,ZAPATO_1,1.4,1.81,0.41000000000000014,12
DEBAJO_ORACION_2.eaf,transicion,TRANSICION,1.81,1.825,0.014999999999999902,0
DEBAJO_ORACION_2.eaf,glosa,NADA_1,1.825,2.1,0.27500000000000013,8
DEBAJO_ORACION_2.eaf,transicion,TRANSICION,2.1,2.105,0.004999999999999893,0
DEBAJO_ORACION_2.eaf,glosa,IX_1,2.105,2.55,0.44499999999999984,13
DEBAJO_ORACION_2.eaf,transicion,TRANSICION,2.55,2.555,0.0050000000000003375,0
DEBAJO_ORACION_2.eaf,glosa,DEBAJO_2,2.555,3.795,1.2399999999999998,37
DEBAJO_ORACION_3.eaf,glosa,BUSCAR_1,1.266,2.113,0.847,25
DEBAJO_ORACION_3.eaf,transicion,TRANSICION,2.113,2.126,0.0129999999999999,0
DEBAJO_ORACION_3.eaf,glosa,ARETE_1,2.126,3.273,1.1470000000000002,34
DEBAJO_ORACION_3.eaf,glosa,BUSCAR_1,3.273,3.766,0.4929999999999999,15
DEBAJO_ORACION_3.eaf,glosa,DESAPARECER_1,3.766,4.5,0.734,22
DEBAJO_ORACION_3.eaf,transicion,TRANSICION,4.5,4.506,0.006000000000000227,0
DEBAJO_ORACION_3.eaf,glosa,IX_1,4.506,4.973,0.46699999999999964,14
DEBAJO_ORACION_3.eaf,transicion,TRANSICION,4.973,4.98,0.007000000000000561,0
DEBAJO_ORACION_3.eaf,glosa,DEBAJO_3,4.98,6.686,1.7059999999999995,51
DECIRME_ORACION_1.eaf,glosa,DECIR_1,0.636,1.124,0.4880000000000001,15
DECIRME_ORACION_1.eaf,transicion,TRANSICION,1.124,1.13,0.005999999999999783,0
DECIRME_ORACION_1.eaf,glosa,ODIAR_1,1.13,1.92,0.79,24
DENTRO_ORACION_1.eaf,glosa,YO_1,0.692,1.187,0.4950000000000001,15
DENTRO_ORACION_1.eaf,transicion,TRANSICION,1.187,1.209,0.02200000000000002,1
